timestamp,txn_id,name,account_number,account_type,mobile_number,pincode,narration,trans_type,amount,ip_address,device,receiver_account,is_fraud,fraud_type,risk_score,account_age_days,receiver_name,receiver_pincode,velocity_l6h,churn_rate,ip_account_density
2025-06-09 16:01:10,HVEL0003,Senthil Kumar,SB85329037,Current,9146654552,600096,Split transfer,IMPS,9790,103.50.181.18,Laptop-Chrome,SB83140807,1,High Velocity,91.0,463.0,Sneha Nair,600091,4.0,0.927,19
2025-06-09 16:01:45,HVEL0004,Senthil Kumar,SB85329037,Current,9146654552,600096,Split transfer,IMPS,9690,103.50.181.18,Laptop-Chrome,SB66306997,1,High Velocity,91.5,463.0,Vikram Rathore,560001,5.0,0.937,19
2025-06-09 16:02:20,HVEL0005,Senthil Kumar,SB85329037,Current,9146654552,600096,Split transfer,IMPS,9590,103.50.181.18,Laptop-Chrome,SB39587039,1,High Velocity,92.0,463.0,Anjali Gupta,682001,6.0,0.947,19
2025-06-09 16:02:55,HVEL0006,Senthil Kumar,SB85329037,Current,9146654552,600096,Split transfer,IMPS,9490,103.50.181.18,Laptop-Chrome,SB70291817,1,High Velocity,92.5,463.0,Vikram Rathore,601302,7.0,0.957,19
2025-06-09 16:03:30,HVEL0007,Senthil Kumar,SB85329037,Current,9146654552,600096,Split transfer,IMPS,9390,103.50.181.18,Laptop-Chrome,SB89089901,1,High Velocity,93.0,463.0,Anjali Gupta,600014,8.0,0.967,19
2025-06-09 16:04:05,HVEL0008,Senthil Kumar,SB85329037,Current,9146654552,600096,Split transfer,IMPS,9290,103.50.181.18,Laptop-Chrome,SB47338124,1,High Velocity,93.5,463.0,Priya Sharma,603202,9.0,0.977,19
2025-06-10 11:05:00,CROSS001,Saranya Venkat,SB83140807,Savings,9675770529,600001,ATM Withdrawal Chennai,ATM Withdrawal,20000.0,103.21.219.60,ATM Terminal,SELF,1,Cross Channel,95.0,546.0,SELF,600001,1.0,0.921,6
2025-06-10 11:05:45,CROSS002,Saranya Venkat,SB83140807,Savings,9675770529,110001,Net Banking Delhi,Net Banking,35000.0,103.172.69.180,Desktop-Firefox,SB47338124,1,Cross Channel,95.0,546.0,Sneha Nair,110001,2.0,0.919,5
2025-07-02 10:00:00,FAN0,Mule0,MULE_ACC_0,Savings,9999999999,600001,Transfer,UPI Payment,5000.0,103.50.181.18,OnePlus 11,COLL_ACC_01,1,Mule Collection,90.0,5.0,Target,603202,1.0,0.906,19
2025-07-02 10:01:00,FAN1,Mule1,MULE_ACC_1,Savings,9999999999,600001,Transfer,UPI Payment,5000.0,103.50.181.18,OnePlus 11,COLL_ACC_01,1,Mule Collection,90.0,5.0,Target,603202,1.0,0.942,19
2025-07-02 10:02:00,FAN2,Mule2,MULE_ACC_2,Savings,9999999999,600001,Transfer,UPI Payment,5000.0,103.50.181.18,OnePlus 11,COLL_ACC_01,1,Mule Collection,90.0,5.0,Target,603202,1.0,0.949,19
2025-07-02 10:03:00,FAN3,Mule3,MULE_ACC_3,Savings,9999999999,600001,Transfer,UPI Payment,5000.0,103.50.181.18,OnePlus 11,COLL_ACC_01,1,Mule Collection,90.0,5.0,Target,603202,1.0,0.953,19
2025-07-02 10:04:00,FAN4,Mule4,MULE_ACC_4,Savings,9999999999,600001,Transfer,UPI Payment,5000.0,103.50.181.18,OnePlus 11,COLL_ACC_01,1,Mule Collection,90.0,5.0,Target,603202,1.0,0.905,19
2025-07-02 10:05:00,FAN5,Mule5,MULE_ACC_5,Savings,9999999999,600001,Transfer,UPI Payment,5000.0,103.50.181.18,OnePlus 11,COLL_ACC_01,1,Mule Collection,90.0,5.0,Target,603202,1.0,0.927,19
2025-07-02 10:06:00,FAN6,Mule6,MULE_ACC_6,Savings,9999999999,600001,Transfer,UPI Payment,5000.0,103.50.181.18,OnePlus 11,COLL_ACC_01,1,Mule Collection,90.0,5.0,Target,603202,1.0,0.957,19
2025-07-02 10:07:00,FAN7,Mule7,MULE_ACC_7,Savings,9999999999,600001,Transfer,UPI Payment,5000.0,103.50.181.18,OnePlus 11,COLL_ACC_01,1,Mule Collection,90.0,5.0,Target,603202,1.0,0.93,19
2025-07-02 15:00:00,LOOP1,Alpha,ACC_A,Savings,9999999999,600001,Transfer,UPI Payment,10000.0,192.168.1.1,OnePlus 11,ACC_B,1,Circular Loop,90.0,5.0,Target,603202,1.0,0.903,3
2025-07-02 15:05:00,LOOP2,Beta,ACC_B,Savings,9999999999,600001,Transfer,UPI Payment,9900.0,192.168.1.1,OnePlus 11,ACC_C,1,Circular Loop,91.5,5.0,Target,603202,2.0,0.929,3
2025-07-02 15:10:00,LOOP3,Gamma,ACC_C,Savings,9999999999,600001,Transfer,UPI Payment,9800.0,192.168.1.1,OnePlus 11,ACC_A,1,Circular Loop,93.0,5.0,Target,603202,3.0,0.955,3
