timestamp,txn_id,name,account_number,account_type,mobile_number,pincode,narration,trans_type,amount,ip_address,device,receiver_account,is_fraud,fraud_type,risk_score,account_age_days,receiver_name,receiver_pincode,velocity_l6h,churn_rate,ip_account_density
2025-06-08 04:50:00,986DF8EE,Senthil Kumar,SB85329037,Joint,9146654552,110001,Grocery payment,NEFT,19390.15,103.63.42.119,Tablet-Android,SB83197857,0,Normal,29.2,865.0,Priya Sharma,700001,1.0,0.373,11
2025-06-08 09:59:00,C44FD12D,Swathi Balan,SB39587039,Current,9506448196,400001,Electricity bill,IMPS,8426.72,103.143.57.176,Laptop-Chrome,SB22575562,0,Normal,8.5,423.0,Anjali Gupta,600014,2.0,0.258,14
2025-06-08 13:20:00,43F2432E,Jaya Devi,SB77827638,Salary,9748245888,600040,Subscription fee,UPI Payment,47643.67,103.237.164.177,iPhone 14,SB42868828,0,Normal,29.0,792.0,Priya Sharma,600040,1.0,0.381,5
2025-06-08 13:49:00,DB675FF1,Lakshmi Iyer,SB21668732,Joint,9919795579,110001,Amazon purchase,IMPS,25784.9,103.84.216.197,iPhone 14,SB83197857,0,Normal,23.7,829.0,Karan Malhotra,400001,1.0,0.404,10
2025-06-08 14:42:00,7EDCA4E9,Saranya Venkat,SB83140807,Savings,9675770529,600040,Petrol expense,Mobile Banking,31830.57,103.172.69.180,iPhone 14,SB70291817,0,Normal,28.7,258.0,Karan Malhotra,600028,1.0,0.159,3
2025-06-08 15:33:00,05F060E8,Kavitha Srinivasan,SB39345092,NRI,9485451171,601302,Medical expense,ATM Withdrawal,41172.23,103.72.117.163,iPhone 13,SB90801586,0,Normal,28.5,137.0,Priya Sharma,560001,2.0,0.268,9
2025-06-08 16:42:00,1FD1F813,Rahul Gupta,SB42868828,NRI,9553778756,682001,Subscription fee,UPI Payment,42205.24,103.84.216.197,iPhone 13,SB70291817,0,Normal,26.2,109.0,Arun Singh,601302,2.0,0.36,15
2025-06-08 19:07:00,482A386B,Vijay Kumar,SB83197857,Savings,9331191390,600014,Monthly salary credit,UPI Payment,39604.24,103.72.117.163,ATM Terminal,SB89254563,0,Normal,2.4,287.0,Anjali Gupta,682001,2.0,0.31,14
2025-06-09 06:08:00,012D3AE7,Meena Pillai,SB46913810,Joint,9849621470,600091,Rent payment,Online Transfer,13408.87,103.72.117.163,Desktop-Firefox,SB66306997,0,Normal,9.5,350.0,Vikram Rathore,682001,1.0,0.205,8
2025-06-09 07:00:00,18255724,Vijay Kumar,SB83197857,Salary,9331191390,601302,Insurance premium,IMPS,33882.86,103.222.26.98,Samsung S23,SB13561597,0,Normal,26.0,900.0,Sneha Nair,400001,2.0,0.135,13
2025-06-09 08:31:00,2DA8F2D8,Manoj Patel,SB89254563,Joint,9461415646,600091,Petrol expense,UPI Payment,40156.83,103.44.137.187,iPhone 14,SB13999315,0,Normal,18.9,828.0,Vikram Rathore,600040,2.0,0.141,8
2025-06-09 13:12:00,04341345,Anitha Reddy,SB23756669,NRI,9266944844,560001,Electricity bill,NEFT,9582.66,103.63.42.119,Redmi Note 12,SB89089901,0,Normal,27.9,460.0,Vikram Rathore,600002,1.0,0.361,11
2025-06-09 16:00:00,HVEL0001,Senthil Kumar,SB85329037,Current,9146654552,600096,Split transfer,IMPS,9990,103.50.181.18,Laptop-Chrome,SB36687537,1,High Velocity,90.0,463.0,Karan Malhotra,682001,2.0,0.907,19
2025-06-09 16:00:35,HVEL0002,Senthil Kumar,SB85329037,Current,9146654552,600096,Split transfer,IMPS,9890,103.50.181.18,Laptop-Chrome,SB97226012,1,High Velocity,90.5,463.0,Vikram Rathore,600028,3.0,0.917,19
2025-06-09 16:01:10,HVEL0003,Senthil Kumar,SB85329037,Current,9146654552,600096,Split transfer,IMPS,9790,103.50.181.18,Laptop-Chrome,SB83140807,1,High Velocity,91.0,463.0,Sneha Nair,600091,4.0,0.927,19
2025-06-09 16:01:45,HVEL0004,Senthil Kumar,SB85329037,Current,9146654552,600096,Split transfer,IMPS,9690,103.50.181.18,Laptop-Chrome,SB66306997,1,High Velocity,91.5,463.0,Vikram Rathore,560001,5.0,0.937,19
2025-06-09 16:02:20,HVEL0005,Senthil Kumar,SB85329037,Current,9146654552,600096,Split transfer,IMPS,9590,103.50.181.18,Laptop-Chrome,SB39587039,1,High Velocity,92.0,463.0,Anjali Gupta,682001,6.0,0.947,19
2025-06-09 16:02:55,HVEL0006,Senthil Kumar,SB85329037,Current,9146654552,600096,Split transfer,IMPS,9490,103.50.181.18,Laptop-Chrome,SB70291817,1,High Velocity,92.5,463.0,Vikram Rathore,601302,7.0,0.957,19
2025-06-09 16:03:30,HVEL0007,Senthil Kumar,SB85329037,Current,9146654552,600096,Split transfer,IMPS,9390,103.50.181.18,Laptop-Chrome,SB89089901,1,High Velocity,93.0,463.0,Anjali Gupta,600014,8.0,0.967,19
2025-06-09 16:04:05,HVEL0008,Senthil Kumar,SB85329037,Current,9146654552,600096,Split transfer,IMPS,9290,103.50.181.18,Laptop-Chrome,SB47338124,1,High Velocity,93.5,463.0,Priya Sharma,603202,9.0,0.977,19
2025-06-09 16:23:00,830097CD,Jaya Devi,SB77827638,NRI,9748245888,600040,Grocery payment,NEFT,25460.65,103.143.57.176,OnePlus 11,SB70291817,0,Normal,29.7,690.0,Priya Sharma,600014,1.0,0.258,15
2025-06-09 19:11:00,2E35A230,Vijay Kumar,SB83197857,NRI,9331191390,600014,Grocery payment,ATM Withdrawal,47588.96,103.98.70.254,Desktop-Firefox,SB66306997,0,Normal,17.8,592.0,Arun Singh,603202,2.0,0.446,13
2025-06-09 19:28:00,F01D5AB5,Nithya Chandran,SB13561597,NRI,9966647391,600096,Medical expense,Online Transfer,35384.41,103.222.26.98,OnePlus 11,SB66306997,0,Normal,21.7,802.0,Vikram Rathore,600002,1.0,0.246,6
2025-06-09 20:09:00,1F5CDC0C,Nithya Chandran,SB13561597,Salary,9966647391,601302,Electricity bill,IMPS,47698.24,103.237.164.177,iPhone 13,SB13561597,0,Normal,11.1,49.0,Karan Malhotra,603202,2.0,0.196,6
2025-06-09 22:08:00,219EE141,Deepa Krishnan,SB39958838,NRI,9465341213,603202,Loan EMI,IMPS,25338.84,103.214.94.42,Samsung S23,SB83197857,0,Normal,27.6,946.0,Karan Malhotra,682001,2.0,0.422,10
2025-06-10 01:17:00,F8211D48,Priya Nair,SB24942603,NRI,9965241839,600014,Insurance premium,NEFT,44101.91,103.98.70.254,iPhone 14,SB95822412,0,Normal,29.2,621.0,Anjali Gupta,682001,1.0,0.224,3
2025-06-10 01:26:00,FB54761F,Dinesh Raj,SB97226012,NRI,9593303705,601302,Subscription fee,NEFT,43704.48,103.221.93.148,Samsung S23,SB41227216,0,Normal,7.8,345.0,Arun Singh,560001,2.0,0.226,5
2025-06-10 04:33:00,A66C1906,Swathi Balan,SB39587039,Joint,9506448196,600091,Amazon purchase,Online Transfer,22189.21,103.63.42.119,Vivo V25,SB13356886,0,Normal,10.4,816.0,Priya Sharma,600001,2.0,0.359,13
2025-06-10 05:37:00,FA076ED1,Arjun Sharma,SB95822412,Current,9914763202,601302,Medical expense,Online Transfer,15314.21,103.84.216.197,Redmi Note 12,SB90801586,0,Normal,25.4,407.0,Vikram Rathore,600091,2.0,0.402,5
2025-06-10 11:05:00,CROSS001,Saranya Venkat,SB83140807,Savings,9675770529,600001,ATM Withdrawal Chennai,ATM Withdrawal,20000.0,103.21.219.60,ATM Terminal,SELF,1,Cross Channel,95.0,546.0,SELF,600001,1.0,0.921,6
2025-06-10 11:05:45,CROSS002,Saranya Venkat,SB83140807,Savings,9675770529,110001,Net Banking Delhi,Net Banking,35000.0,103.172.69.180,Desktop-Firefox,SB47338124,1,Cross Channel,95.0,546.0,Sneha Nair,110001,2.0,0.919,5
2025-06-10 16:27:00,D97C0CAF,Jaya Devi,SB77827638,Savings,9748245888,682001,Rent payment,UPI Payment,43803.09,103.221.93.148,Desktop-Firefox,SB83197857,0,Normal,11.8,822.0,Sneha Nair,602001,1.0,0.41,6
2025-06-10 16:37:00,B6632203,Saranya Venkat,SB83140807,Savings,9675770529,600001,Medical expense,UPI Payment,35169.05,103.143.57.176,iPhone 13,SB10872248,0,Normal,27.0,987.0,Sneha Nair,600001,2.0,0.264,15
2025-06-10 22:01:00,5348566F,Rekha Singh,SB66629388,Salary,9209747451,603202,Grocery payment,Net Banking,35877.86,103.172.69.180,Samsung S23,SB42868828,0,Normal,3.1,920.0,Sneha Nair,682001,1.0,0.404,10
2025-06-10 23:22:00,B5DEE8FF,Manoj Patel,SB89254563,NRI,9461415646,603202,Insurance premium,Net Banking,4403.57,103.222.26.98,Tablet-Android,SB83197857,0,Normal,5.5,324.0,Vikram Rathore,600002,1.0,0.337,12
2025-06-11 10:03:00,94407D97,Dinesh Raj,SB97226012,Savings,9593303705,560001,Insurance premium,ATM Withdrawal,20568.12,103.237.164.177,OnePlus 11,SB97226012,0,Normal,5.3,919.0,Karan Malhotra,600091,1.0,0.188,5
2025-06-11 12:28:00,20BBE977,Uma Shankar,SB36687537,NRI,9883543540,600040,Amazon purchase,ATM Withdrawal,26933.55,103.95.91.54,Desktop-Firefox,SB47338124,0,Normal,25.4,387.0,Vikram Rathore,560001,2.0,0.408,15
2025-06-11 17:36:00,4E06D63D,Prakash Doss,SB47338124,NRI,9414797776,600014,Medical expense,ATM Withdrawal,7372.58,103.95.91.54,OnePlus 11,SB39345092,0,Normal,6.1,192.0,Karan Malhotra,600096,2.0,0.294,4
2025-06-12 00:07:00,A3626968,Vijay Kumar,SB83197857,Savings,9331191390,682001,Electricity bill,NEFT,26128.39,103.143.57.176,iPhone 14,SB83197857,0,Normal,23.7,713.0,Anjali Gupta,110001,2.0,0.378,10
2025-06-12 01:29:00,B27C3272,Dinesh Raj,SB97226012,Salary,9593303705,600028,Medical expense,Net Banking,24418.8,103.72.117.163,Laptop-Chrome,SB90801586,0,Normal,12.1,317.0,Arun Singh,600040,1.0,0.491,13
2025-06-12 02:15:00,CF68CD10,Rekha Singh,SB66629388,Joint,9209747451,110001,Subscription fee,ATM Withdrawal,23164.15,103.198.75.253,OnePlus 11,SB95822412,0,Normal,28.6,352.0,Vikram Rathore,600096,2.0,0.276,9
2025-06-12 04:02:00,87DCEE1A,Kavitha Srinivasan,SB39345092,Current,9485451171,600040,Loan EMI,Net Banking,39151.66,103.172.69.180,OnePlus 11,SB46913810,0,Normal,24.4,454.0,Sneha Nair,682001,2.0,0.458,9
2025-06-12 04:47:00,CC6557DF,Rekha Singh,SB66629388,Savings,9209747451,600091,Grocery payment,UPI Payment,12435.73,103.12.170.59,ATM Terminal,SB83140807,0,Normal,23.2,159.0,Karan Malhotra,400001,2.0,0.425,5
2025-06-12 05:02:00,402D24E9,Suresh Babu,SB28728463,Joint,9398362082,600001,Petrol expense,Net Banking,27153.37,103.222.26.98,Vivo V25,SB13999315,0,Normal,4.0,674.0,Karan Malhotra,110001,2.0,0.365,4
2025-06-12 09:21:00,E7E0277C,Rekha Singh,SB66629388,Salary,9209747451,603202,Subscription fee,Mobile Banking,44065.31,103.143.57.176,iPhone 13,SB41227216,0,Normal,28.5,113.0,Arun Singh,600096,2.0,0.322,6
2025-06-12 10:10:00,F8303D01,Vinoth Kumar,SB70291817,Salary,9184611066,600014,Insurance premium,Mobile Banking,44377.53,103.161.159.227,Vivo V25,SB39587039,0,Normal,14.0,538.0,Karan Malhotra,682001,1.0,0.298,11
2025-06-12 12:23:00,6A91848E,Lakshmi Iyer,SB21668732,NRI,9919795579,603202,Amazon purchase,NEFT,5381.11,103.98.70.254,Vivo V25,SB10872248,0,Normal,7.7,334.0,Priya Sharma,110001,1.0,0.397,3
2025-06-12 13:13:00,D4F80050,Arjun Sharma,SB95822412,Savings,9914763202,603202,Monthly salary credit,Net Banking,20199.76,103.95.91.54,Tablet-Android,SB66306997,0,Normal,13.6,711.0,Priya Sharma,700001,1.0,0.211,7
2025-06-12 18:49:00,6E023AA6,Harish Naidu,SB66306997,Salary,9234031070,600002,Insurance premium,NEFT,8328.81,103.161.159.227,OnePlus 11,SB41227216,0,Normal,23.3,522.0,Priya Sharma,602001,2.0,0.437,11
2025-06-12 22:52:00,0946A6DD,Manoj Patel,SB89254563,Savings,9461415646,110001,Loan EMI,Online Transfer,25351.03,103.221.93.148,Samsung S23,SB23756669,0,Normal,24.5,982.0,Sneha Nair,600002,2.0,0.446,15
2025-06-13 00:28:00,704C1F0E,Deepa Krishnan,SB39958838,NRI,9465341213,600014,Medical expense,Online Transfer,47347.46,103.72.117.163,Desktop-Firefox,SB47338124,0,Normal,11.8,56.0,Priya Sharma,600096,2.0,0.194,4
2025-06-13 01:05:00,C8611D79,Deepa Krishnan,SB39958838,Salary,9465341213,600040,Grocery payment,UPI Payment,33393.19,103.21.219.60,iPhone 13,SB14265799,0,Normal,19.5,734.0,Anjali Gupta,600096,1.0,0.381,3
2025-06-13 02:00:00,B1414CDB,Arun Menon,SB14265799,NRI,9199585092,602001,Monthly salary credit,IMPS,37386.02,103.95.91.54,Redmi Note 12,SB13561597,0,Normal,24.5,242.0,Anjali Gupta,110001,2.0,0.371,14
2025-06-13 03:12:00,DA68685D,Rahul Gupta,SB42868828,Savings,9553778756,600001,Medical expense,IMPS,38419.65,103.161.159.227,Redmi Note 12,SB28728463,0,Normal,3.9,606.0,Sneha Nair,110001,1.0,0.198,3
2025-06-13 13:15:00,F01583B2,Dinesh Raj,SB97226012,Salary,9593303705,600091,Loan EMI,IMPS,4488.59,103.198.75.253,Redmi Note 12,SB14265799,0,Normal,21.4,715.0,Priya Sharma,600096,2.0,0.232,10
2025-06-13 15:38:00,A08C78A8,Priya Nair,SB24942603,Salary,9965241839,600091,Grocery payment,IMPS,25616.92,103.198.75.253,Desktop-Firefox,SB23756669,0,Normal,25.7,370.0,Vikram Rathore,600091,1.0,0.405,12
2025-06-13 18:02:00,BE80C2E0,Rahul Gupta,SB42868828,Salary,9553778756,682001,Grocery payment,UPI Payment,46238.48,103.214.94.42,Desktop-Firefox,SB28728463,0,Normal,7.7,552.0,Vikram Rathore,682001,2.0,0.155,12
2025-06-13 19:53:00,60B67DD4,Balaji Natarajan,SB22575562,Savings,9203848421,602001,Medical expense,Mobile Banking,25215.51,103.95.91.54,Redmi Note 12,SB83197857,0,Normal,20.4,724.0,Sneha Nair,600002,2.0,0.496,10
2025-06-13 20:44:00,453D24CD,Jaya Devi,SB77827638,Current,9748245888,700001,Amazon purchase,Online Transfer,43699.63,103.84.216.197,OnePlus 11,SB39345092,0,Normal,15.4,360.0,Priya Sharma,600040,2.0,0.146,4
2025-06-13 23:19:00,B7E7072C,Uma Shankar,SB36687537,Joint,9883543540,110001,Medical expense,ATM Withdrawal,34643.36,103.240.175.166,Desktop-Firefox,SB24942603,0,Normal,22.4,914.0,Vikram Rathore,600096,2.0,0.356,15
2025-06-14 02:53:00,C25B15F8,Saranya Venkat,SB83140807,NRI,9675770529,110001,Amazon purchase,Net Banking,7855.47,103.143.57.176,Desktop-Firefox,SB66629388,0,Normal,11.3,770.0,Sneha Nair,560001,2.0,0.448,14
2025-06-14 04:32:00,8E3E7ED0,Saranya Venkat,SB83140807,Salary,9675770529,700001,Medical expense,UPI Payment,20418.82,103.95.91.54,Tablet-Android,SB42868828,0,Normal,7.4,675.0,Sneha Nair,700001,1.0,0.346,7
2025-06-14 05:13:00,EED19C69,Prakash Doss,SB47338124,NRI,9414797776,110001,Petrol expense,ATM Withdrawal,37518.26,103.95.91.54,iPhone 13,SB39587039,0,Normal,27.1,956.0,Sneha Nair,600096,1.0,0.196,13
2025-06-14 06:39:00,4107F0A9,Dinesh Raj,SB97226012,NRI,9593303705,600001,Petrol expense,UPI Payment,46621.92,103.12.170.59,Samsung S23,SB83197857,0,Normal,5.2,134.0,Vikram Rathore,600014,2.0,0.213,6
2025-06-14 08:44:00,D6105F08,Dinesh Raj,SB97226012,Joint,9593303705,600040,Petrol expense,IMPS,24942.86,103.50.181.18,ATM Terminal,SB24942603,0,Normal,26.9,742.0,Vikram Rathore,600040,1.0,0.137,13
2025-06-14 09:52:00,114F2078,Rekha Singh,SB66629388,Current,9209747451,600028,Monthly salary credit,Mobile Banking,10059.92,103.172.69.180,OnePlus 11,SB89089901,0,Normal,3.9,780.0,Karan Malhotra,700001,2.0,0.372,11
2025-06-14 14:47:00,B681AED0,Madhavi Latha,SB89089901,Salary,9692749116,600028,Loan EMI,Net Banking,8822.57,103.237.164.177,iPhone 14,SB41227216,0,Normal,16.3,909.0,Karan Malhotra,600091,1.0,0.195,5
