timestamp,txn_id,name,account_number,account_type,mobile_number,pincode,narration,trans_type,amount,ip_address,device,receiver_account,is_fraud,fraud_type,risk_score,account_age_days,receiver_name,receiver_pincode,velocity_l6h,churn_rate,ip_account_density
2025-06-04 04:21:00,40A9EBE2,Manoj Patel,SB89254563,Savings,9461415646,602001,Medical expense,UPI Payment,12973.79,103.199.15.59,Redmi Note 12,SB89254563,0,Normal,7.0,547,Karan Malhotra,600002,1.0,0.258,12
2025-06-04 06:22:00,986F63EF,Saranya Venkat,SB39587039,Current,9506448196,600002,Subscription fee,Mobile Banking,37955.61,103.198.75.253,iPhone 14,SB66629388,0,Normal,18.7,546,Arun Singh,600001,1.0,0.367,13
2025-06-04 12:34:00,2134626F,Meena Pillai,SB46913810,Current,9849621470,602001,Insurance premium,ATM Withdrawal,46696.34,103.50.181.18,OnePlus 11,SB66629388,0,Normal,12.1,133,Arun Singh,600001,1.0,0.24,19
2025-06-04 13:30:00,6DAB82FF,Rahul Gupta,SB42868828,Salary,9553778756,600091,Subscription fee,Mobile Banking,20175.42,103.50.181.18,Laptop-Chrome,SB89089901,0,Normal,21.9,927,Vikram Rathore,600002,1.0,0.374,19
2025-06-04 17:16:00,23C72D9E,Madhavi Latha,SB89089901,Current,9692749116,602001,Insurance premium,ATM Withdrawal,31438.61,103.199.15.59,Tablet-Android,SB13356886,0,Normal,17.6,465,Karan Malhotra,600002,1.0,0.377,12
2025-06-04 17:25:00,D4DC77FA,Ramesh Verma,SB41227216,Salary,9469319644,600091,Rent payment,UPI Payment,39066.33,103.50.181.18,Tablet-Android,SB85329037,0,Normal,7.9,363,Priya Sharma,400001,1.0,0.295,19
2025-06-04 17:27:00,B22CD8F7,Sindhu Rao,SB13999315,NRI,9507943839,600014,Petrol expense,UPI Payment,16399.97,103.50.181.18,Laptop-Chrome,SB36687537,0,Normal,12.4,504,Karan Malhotra,400001,1.0,0.317,19
2025-06-04 20:02:00,54E9F6B8,Arjun Sharma,SB95822412,NRI,9914763202,600040,Rent payment,Net Banking,28820.79,103.199.15.59,iPhone 14,SB39345092,0,Normal,27.2,224,Vikram Rathore,600001,1.0,0.325,12
2025-06-04 20:26:00,7F4D30C0,Nithya Chandran,SB13561597,NRI,9966647391,603202,Petrol expense,UPI Payment,46767.96,103.222.26.98,Laptop-Chrome,SB23756669,0,Normal,11.6,639,Karan Malhotra,600001,1.0,0.107,6
2025-06-05 00:15:00,BEB8AA6F,Suresh Babu,SB28728463,Joint,9398362082,601302,Petrol expense,Net Banking,12396.03,103.98.70.254,ATM Terminal,SB22575562,0,Normal,24.8,164,Sneha Nair,560001,1.0,0.142,11
2025-06-05 01:17:00,542A95D4,Vinoth Kumar,SB70291817,Joint,9184611066,600028,Amazon purchase,IMPS,30711.42,103.19.156.163,Laptop-Chrome,SB95822412,0,Normal,17.4,290,Karan Malhotra,400001,1.0,0.101,7
2025-06-05 02:51:00,C7DF0FE8,Balaji Natarajan,SB22575562,Salary,9203848421,600091,Grocery payment,IMPS,27337.48,103.95.91.54,Redmi Note 12,SB97226012,0,Normal,22.7,45,Arun Singh,700001,1.0,0.398,10
2025-06-05 04:41:00,936C8555,Swathi Balan,SB10872248,NRI,9990566476,600028,Petrol expense,Mobile Banking,36294.33,103.221.93.148,Redmi Note 12,SB13999315,0,Normal,27.1,358,Anjali Gupta,400001,1.0,0.276,14
2025-06-05 10:20:00,1DEC5C9C,Sindhu Rao,SB13999315,Joint,9507943839,600091,Insurance premium,UPI Payment,47702.83,103.98.70.254,Samsung S23,SB13356886,0,Normal,25.8,504,Karan Malhotra,600002,1.0,0.254,11
2025-06-05 13:03:00,CD231B03,Jaya Devi,SB77827638,NRI,9748245888,600001,Grocery payment,Net Banking,42510.44,103.21.219.60,Desktop-Firefox,SB39345092,0,Normal,17.0,156,Vikram Rathore,600001,1.0,0.305,6
2025-06-05 14:00:00,MULE0001,Arjun Sharma,SB95822412,Savings,9914763202,600001,Transfer to wallet,Online Transfer,50000.0,103.161.159.227,iPhone 14,SB24942603,1,Mule Chain,85.0,224,Priya Sharma,600001,1.0,0.975,11
2025-06-05 14:00:50,MULE0002,Priya Nair,SB24942603,Savings,9965241839,600001,Quick fund move,Online Transfer,48000.0,103.161.159.227,iPhone 14,SB13356886,1,Mule Chain,88.0,304,Karan Malhotra,600002,1.0,0.982,11
2025-06-05 14:01:40,MULE0003,Karthik Rajan,SB13356886,Savings,9271432881,600001,Urgent cash out,ATM Withdrawal,46000.0,103.161.159.227,iPhone 14,SB46913810,1,Mule Chain,91.0,896,Arun Singh,600002,1.0,0.943,11
2025-06-05 14:53:00,90090FCE,Swathi Balan,SB10872248,Salary,9990566476,600014,Electricity bill,Online Transfer,14700.53,103.98.70.254,Redmi Note 12,SB66306997,0,Normal,22.6,358,Arun Singh,560001,1.0,0.462,11
2025-06-05 22:49:00,21DE1083,Harish Naidu,SB66306997,Joint,9234031070,600028,Electricity bill,Net Banking,47919.32,103.237.164.177,ATM Terminal,SB24942603,0,Normal,18.9,244,Priya Sharma,600001,1.0,0.202,8
2025-06-06 06:54:00,CE57B9C3,Dinesh Raj,SB97226012,NRI,9593303705,600028,Medical expense,NEFT,44460.51,103.44.137.187,Laptop-Chrome,SB70291817,0,Normal,16.3,4,Karan Malhotra,700001,1.0,0.181,8
2025-06-06 13:29:00,DC8FC13C,Swathi Balan,SB10872248,Current,9990566476,601302,Petrol expense,IMPS,29974.89,103.63.42.119,iPhone 13,SB70291817,0,Normal,23.0,358,Karan Malhotra,700001,1.0,0.41,10
2025-06-06 16:33:00,DDBBE270,Vinoth Kumar,SB70291817,Current,9184611066,600040,Electricity bill,ATM Withdrawal,16471.71,103.72.117.163,Laptop-Chrome,SB41227216,0,Normal,27.4,290,Priya Sharma,110001,1.0,0.133,9
2025-06-06 19:12:00,499E52F4,Jaya Devi,SB77827638,Joint,9748245888,600096,Electricity bill,IMPS,28670.71,103.19.156.163,Tablet-Android,SB70291817,0,Normal,5.0,156,Karan Malhotra,700001,1.0,0.366,7
2025-06-06 20:42:00,E26AF640,Rahul Gupta,SB42868828,Joint,9553778756,602001,Electricity bill,UPI Payment,26619.85,103.199.15.59,Desktop-Firefox,SB28728463,0,Normal,28.2,927,Priya Sharma,700001,1.0,0.346,12
2025-06-07 02:16:00,E7A23C1D,Prakash Doss,SB47338124,Savings,9414797776,600002,Petrol expense,ATM Withdrawal,13981.24,103.199.15.59,OnePlus 11,SB97226012,0,Normal,13.6,340,Arun Singh,700001,1.0,0.392,12
2025-06-07 05:48:00,2331169F,Suresh Babu,SB28728463,Salary,9398362082,600040,Loan EMI,Online Transfer,882.63,103.44.137.187,Redmi Note 12,SB42868828,0,Normal,14.5,164,Karan Malhotra,560001,1.0,0.206,8
2025-06-07 08:27:00,1E0E12F0,Balaji Natarajan,SB22575562,Current,9203848421,600040,Amazon purchase,ATM Withdrawal,43787.05,103.50.181.18,ATM Terminal,SB39587039,0,Normal,26.5,45,Arun Singh,400001,1.0,0.369,19
2025-06-07 09:06:00,3540915B,Anitha Reddy,SB23756669,Savings,9266944844,600040,Medical expense,Net Banking,30961.18,103.72.117.163,Redmi Note 12,SB70291817,0,Normal,13.2,906,Karan Malhotra,700001,1.0,0.167,9
2025-06-07 09:58:00,C35B372D,Uma Shankar,SB36687537,Salary,9883543540,600040,Medical expense,ATM Withdrawal,29954.54,103.50.181.18,Vivo V25,SB77827638,0,Normal,14.4,874,Priya Sharma,560001,1.0,0.235,19
2025-06-07 10:30:00,SHDEV0001,Manoj Patel,SB89254563,NRI,9461415646,600040,Rapid transfer,Mobile Banking,13219.02,103.221.93.148,Samsung S23,SB39587039,1,Shared Device,78.0,547,Arun Singh,400001,1.0,0.913,14
2025-06-07 10:32:00,SHDEV0002,Rekha Singh,SB66629388,Salary,9209747451,600040,Rapid transfer,Mobile Banking,23630.47,103.221.93.148,Samsung S23,SB47338124,1,Shared Device,80.0,699,Anjali Gupta,560001,1.0,0.929,14
2025-06-07 10:34:00,SHDEV0003,Arun Menon,SB14265799,NRI,9199585092,600040,Rapid transfer,Mobile Banking,24817.37,103.221.93.148,Samsung S23,SB97226012,1,Shared Device,82.0,843,Arun Singh,700001,1.0,0.983,14
2025-06-07 10:36:00,SHDEV0004,Sindhu Rao,SB13999315,NRI,9507943839,600040,Rapid transfer,Mobile Banking,24040.62,103.221.93.148,Samsung S23,SB83140807,1,Shared Device,84.0,504,Arun Singh,600001,1.0,0.954,14
2025-06-07 10:38:00,SHDEV0005,Balaji Natarajan,SB22575562,Savings,9203848421,600040,Rapid transfer,Mobile Banking,19920.52,103.221.93.148,Samsung S23,SB89089901,1,Shared Device,86.0,45,Vikram Rathore,600002,2.0,0.977,14
2025-06-08 02:28:00,D844E97E,Priya Nair,SB24942603,Joint,9965241839,601302,Amazon purchase,ATM Withdrawal,17339.53,103.198.75.253,Laptop-Chrome,SB89089901,0,Normal,23.0,304,Vikram Rathore,600002,1.0,0.185,13
2025-06-08 06:34:00,6703CA84,Harish Naidu,SB66306997,NRI,9234031070,600001,Subscription fee,UPI Payment,24685.98,103.12.170.59,Laptop-Chrome,SB47338124,0,Normal,29.6,244,Anjali Gupta,560001,1.0,0.351,7
2025-06-08 09:16:00,B45CEC5E,Vinoth Kumar,SB70291817,Joint,9184611066,600040,Loan EMI,Net Banking,6200.9,103.50.181.18,Redmi Note 12,SB66306997,0,Normal,29.2,290,Arun Singh,560001,1.0,0.464,19
2025-06-08 10:46:00,BBC0E72D,Nithya Chandran,SB13561597,Joint,9966647391,600001,Medical expense,UPI Payment,33979.96,103.72.117.163,ATM Terminal,SB13561597,0,Normal,12.1,639,Arun Singh,600001,1.0,0.39,9
2025-06-08 10:50:00,B88F87D6,Priya Nair,SB24942603,Salary,9965241839,603202,Subscription fee,UPI Payment,22238.1,103.63.42.119,Vivo V25,SB97226012,0,Normal,15.1,304,Arun Singh,700001,1.0,0.497,10
2025-06-08 14:42:00,0C8DA425,Saranya Venkat,SB39587039,Savings,9506448196,600040,Petrol expense,Mobile Banking,31830.57,103.172.69.180,Samsung S23,SB70291817,0,Normal,28.8,546,Karan Malhotra,700001,1.0,0.235,5
2025-06-08 16:51:00,DC2F130A,Manoj Patel,SB89254563,NRI,9461415646,601302,Loan EMI,Online Transfer,22117.23,103.12.170.59,OnePlus 11,SB13999315,0,Normal,19.7,547,Anjali Gupta,400001,1.0,0.355,7
2025-06-09 03:31:00,284BE0DC,Manoj Patel,SB89254563,Current,9461415646,600091,Insurance premium,UPI Payment,14343.1,103.199.15.59,Vivo V25,SB77827638,0,Normal,5.3,547,Priya Sharma,560001,1.0,0.135,12
2025-06-09 07:04:00,1F476557,Karthik Rajan,SB13356886,NRI,9271432881,600002,Rent payment,NEFT,6434.39,103.84.216.197,OnePlus 11,SB90801586,0,Normal,19.9,896,Anjali Gupta,600001,1.0,0.389,7
2025-06-09 12:18:00,CFBCD999,Senthil Kumar,SB85329037,Salary,9146654552,600001,Loan EMI,UPI Payment,6661.51,103.240.175.166,Desktop-Firefox,SB47338124,0,Normal,15.0,463,Anjali Gupta,560001,1.0,0.24,9
2025-06-09 15:18:00,40B37C9E,Vinoth Kumar,SB70291817,Current,9184611066,600091,Electricity bill,UPI Payment,1200.34,103.143.57.176,Redmi Note 12,SB83197857,0,Normal,6.1,290,Sneha Nair,700001,1.0,0.348,13
2025-06-09 15:57:00,CEB8DD9C,Ramesh Verma,SB41227216,Salary,9469319644,600091,Electricity bill,ATM Withdrawal,5588.82,103.214.94.42,OnePlus 11,SB39958838,0,Normal,20.1,363,Vikram Rathore,700001,1.0,0.367,5
2025-06-09 16:00:00,HVEL0001,Senthil Kumar,SB85329037,Current,9146654552,600096,Split transfer,IMPS,9990.0,103.50.181.18,Laptop-Chrome,SB36687537,1,High Velocity,90.0,463,Karan Malhotra,400001,2.0,0.937,19
2025-06-09 16:00:35,HVEL0002,Senthil Kumar,SB85329037,Current,9146654552,600096,Split transfer,IMPS,9890.0,103.50.181.18,Laptop-Chrome,SB97226012,1,High Velocity,90.5,463,Arun Singh,700001,3.0,0.955,19
2025-06-09 16:01:10,HVEL0003,Senthil Kumar,SB85329037,Current,9146654552,600096,Split transfer,IMPS,9790.0,103.50.181.18,Laptop-Chrome,SB83140807,1,High Velocity,91.0,463,Arun Singh,600001,4.0,0.926,19
2025-06-09 16:01:45,HVEL0004,Senthil Kumar,SB85329037,Current,9146654552,600096,Split transfer,IMPS,9690.0,103.50.181.18,Laptop-Chrome,SB66306997,1,High Velocity,91.5,463,Arun Singh,560001,5.0,0.967,19
2025-06-09 16:02:20,HVEL0005,Senthil Kumar,SB85329037,Current,9146654552,600096,Split transfer,IMPS,9590.0,103.50.181.18,Laptop-Chrome,SB39587039,1,High Velocity,92.0,463,Arun Singh,400001,6.0,0.953,19
2025-06-09 16:02:55,HVEL0006,Senthil Kumar,SB85329037,Current,9146654552,600096,Split transfer,IMPS,9490.0,103.50.181.18,Laptop-Chrome,SB70291817,1,High Velocity,92.5,463,Karan Malhotra,700001,7.0,0.914,19
2025-06-09 16:03:30,HVEL0007,Senthil Kumar,SB85329037,Current,9146654552,600096,Split transfer,IMPS,9390.0,103.50.181.18,Laptop-Chrome,SB89089901,1,High Velocity,93.0,463,Vikram Rathore,600002,8.0,0.979,19
2025-06-09 16:04:05,HVEL0008,Senthil Kumar,SB85329037,Current,9146654552,600096,Split transfer,IMPS,9290.0,103.50.181.18,Laptop-Chrome,SB47338124,1,High Velocity,93.5,463,Anjali Gupta,560001,9.0,0.907,19
2025-06-09 21:56:00,5C4A9833,Saranya Venkat,SB39587039,Savings,9506448196,600091,Insurance premium,IMPS,20212.09,103.143.57.176,ATM Terminal,SB83197857,0,Normal,5.9,546,Sneha Nair,700001,1.0,0.339,13
2025-06-10 05:40:00,564E6B9F,Meena Pillai,SB46913810,Current,9849621470,600040,Grocery payment,ATM Withdrawal,12373.33,103.143.57.176,Samsung S23,SB39958838,0,Normal,5.1,133,Vikram Rathore,700001,1.0,0.448,13
2025-06-10 08:27:00,53ED4166,Lakshmi Iyer,SB21668732,NRI,9919795579,603202,Loan EMI,NEFT,22368.41,103.222.26.98,Tablet-Android,SB39345092,0,Normal,24.8,499,Vikram Rathore,600001,1.0,0.143,6
2025-06-10 11:05:00,CROSS001,Saranya Venkat,SB39587039,Savings,9506448196,600001,ATM Withdrawal Chennai,ATM Withdrawal,20000.0,103.21.219.60,ATM Terminal,SELF,1,Cross Channel,95.0,546,Sneha Nair,700001,1.0,0.921,6
2025-06-10 11:05:45,CROSS002,Saranya Venkat,SB39587039,Savings,9506448196,110001,Online Transfer Delhi,Net Banking,35000.0,103.172.69.180,Desktop-Firefox,SB47338124,1,Cross Channel,95.0,546,Anjali Gupta,560001,2.0,0.919,5
2025-06-10 12:21:00,55DB7E07,Deepa Krishnan,SB39958838,Joint,9465341213,600028,Rent payment,ATM Withdrawal,8169.79,103.95.91.54,Samsung S23,SB41227216,0,Normal,24.3,697,Priya Sharma,110001,1.0,0.427,10
2025-06-11 00:40:00,268C9428,Ramesh Verma,SB41227216,Current,9469319644,600001,Grocery payment,NEFT,16849.53,103.98.70.254,Samsung S23,SB36687537,0,Normal,24.3,363,Karan Malhotra,400001,1.0,0.37,11
2025-06-11 03:43:00,45456125,Karthik Rajan,SB13356886,NRI,9271432881,603202,Monthly salary credit,Net Banking,33777.94,103.214.94.42,iPhone 13,SB24942603,0,Normal,24.1,896,Priya Sharma,600001,1.0,0.321,5
2025-06-11 04:32:00,2C2FC696,Dinesh Raj,SB97226012,NRI,9593303705,600091,Grocery payment,NEFT,43157.34,103.221.93.148,Desktop-Firefox,SB95822412,0,Normal,16.5,4,Karan Malhotra,400001,1.0,0.29,14
2025-06-11 15:36:00,B7C059C2,Rekha Singh,SB66629388,Joint,9209747451,600014,Grocery payment,IMPS,48745.4,103.50.181.18,Tablet-Android,SB77827638,0,Normal,17.7,699,Priya Sharma,560001,1.0,0.15,19
2025-06-12 01:03:00,6046C097,Madhavi Latha,SB89089901,Joint,9692749116,600091,Petrol expense,Online Transfer,35714.35,103.237.164.177,Samsung S23,SB21668732,0,Normal,7.1,465,Arun Singh,600001,1.0,0.212,8
2025-06-12 14:32:00,184BA623,Arjun Sharma,SB95822412,Current,9914763202,602001,Grocery payment,Net Banking,31452.36,103.237.164.177,iPhone 13,SB28728463,0,Normal,8.8,224,Priya Sharma,700001,1.0,0.438,8
2025-06-12 15:50:00,2555E76B,Swathi Balan,SB10872248,NRI,9990566476,600028,Medical expense,Online Transfer,27455.84,103.198.75.253,Vivo V25,SB70291817,0,Normal,8.6,358,Karan Malhotra,700001,1.0,0.459,13
2025-06-13 00:28:00,1FA30800,Deepa Krishnan,SB39958838,NRI,9465341213,600014,Medical expense,Online Transfer,47347.46,103.72.117.163,ATM Terminal,SB47338124,0,Normal,13.7,697,Anjali Gupta,560001,1.0,0.129,9
2025-06-13 01:18:00,B2568170,Jaya Devi,SB77827638,Savings,9748245888,603202,Petrol expense,NEFT,44840.14,103.19.156.163,Laptop-Chrome,SB66306997,0,Normal,25.1,156,Arun Singh,560001,1.0,0.236,7
2025-06-13 04:49:00,7FA81323,Senthil Kumar,SB85329037,NRI,9146654552,601302,Rent payment,UPI Payment,22273.69,103.95.91.54,OnePlus 11,SB83197857,0,Normal,13.4,463,Sneha Nair,700001,1.0,0.213,10
2025-06-13 06:15:00,C1A865A7,Senthil Kumar,SB85329037,Savings,9146654552,600001,Electricity bill,NEFT,26128.39,103.143.57.176,Samsung S23,SB83197857,0,Normal,24.4,463,Sneha Nair,700001,2.0,0.386,13
2025-06-13 06:22:00,9FB6E588,Harish Naidu,SB66306997,NRI,9234031070,600096,Petrol expense,UPI Payment,46992.24,103.12.170.59,Vivo V25,SB39958838,0,Normal,19.5,244,Vikram Rathore,700001,1.0,0.204,7
2025-06-13 06:35:00,37CD7EE9,Anitha Reddy,SB23756669,Salary,9266944844,600028,Insurance premium,Net Banking,14805.7,103.222.26.98,ATM Terminal,SB89254563,0,Normal,17.0,906,Karan Malhotra,600002,1.0,0.262,6
2025-06-13 14:49:00,52B4CDF1,Prakash Doss,SB47338124,Current,9414797776,603202,Loan EMI,ATM Withdrawal,32012.58,103.199.15.59,Vivo V25,SB36687537,0,Normal,23.9,340,Karan Malhotra,400001,1.0,0.49,12
2025-06-13 16:15:00,D1A453BA,Harish Naidu,SB66306997,Salary,9234031070,600002,Monthly salary credit,ATM Withdrawal,21281.36,103.199.15.59,ATM Terminal,SB13356886,0,Normal,7.8,244,Karan Malhotra,600002,1.0,0.198,12
2025-06-13 17:41:00,3601CC04,Jaya Devi,SB77827638,Salary,9748245888,601302,Rent payment,Net Banking,40463.79,103.19.156.163,Vivo V25,SB22575562,0,Normal,6.8,156,Sneha Nair,560001,1.0,0.166,7
2025-06-13 19:32:00,148E22FE,Kavitha Srinivasan,SB39345092,Salary,9485451171,600096,Amazon purchase,NEFT,12564.68,103.143.57.176,Redmi Note 12,SB14265799,0,Normal,9.8,654,Sneha Nair,560001,1.0,0.212,13
2025-06-13 22:14:00,AEA833E4,Karthik Rajan,SB13356886,Joint,9271432881,600028,Insurance premium,Mobile Banking,29287.0,103.98.70.254,Tablet-Android,SB41227216,0,Normal,13.6,896,Priya Sharma,110001,1.0,0.351,11
2025-06-13 23:20:00,D04500B1,Karthik Rajan,SB13356886,Joint,9271432881,600014,Rent payment,ATM Withdrawal,39432.38,103.240.175.166,Tablet-Android,SB41227216,0,Normal,27.8,896,Priya Sharma,110001,2.0,0.163,9
2025-06-13 23:44:00,5361C819,Ganesh Murugan,SB90801586,Salary,9384027113,600001,Medical expense,UPI Payment,900.85,103.221.93.148,iPhone 13,SB83140807,0,Normal,17.4,580,Arun Singh,600001,1.0,0.393,14
2025-06-14 03:37:00,39D3B49E,Nithya Chandran,SB13561597,Salary,9966647391,602001,Petrol expense,IMPS,24747.41,103.84.216.197,Vivo V25,SB39345092,0,Normal,25.4,639,Vikram Rathore,600001,1.0,0.102,7
2025-06-14 08:05:00,7BD90C2D,Ganesh Murugan,SB90801586,Current,9384027113,600002,Petrol expense,Net Banking,21100.61,103.199.15.59,iPhone 13,SB23756669,0,Normal,24.4,580,Karan Malhotra,600001,1.0,0.332,12
2025-06-14 11:15:00,DF263E66,Saranya Venkat,SB39587039,Savings,9506448196,600028,Subscription fee,Online Transfer,4739.85,103.98.70.254,Samsung S23,SB66306997,0,Normal,18.3,546,Arun Singh,560001,1.0,0.421,11
2025-06-14 13:58:00,2922D0A6,Harish Naidu,SB66306997,Salary,9234031070,600091,Monthly salary credit,ATM Withdrawal,43558.2,103.84.216.197,Desktop-Firefox,SB13356886,0,Normal,8.5,244,Karan Malhotra,600002,1.0,0.292,7
2025-06-14 16:36:00,B3E2014C,Arjun Sharma,SB95822412,Joint,9914763202,600096,Rent payment,Online Transfer,29808.84,103.72.117.163,Samsung S23,SB97226012,0,Normal,24.3,224,Arun Singh,700001,1.0,0.178,9
2025-06-14 17:12:00,90F54097,Ganesh Murugan,SB90801586,Current,9384027113,601302,Petrol expense,NEFT,25188.61,103.95.91.54,ATM Terminal,SB95822412,0,Normal,7.3,580,Karan Malhotra,400001,1.0,0.271,10
2025-06-14 17:36:00,41BF2A6F,Karthik Rajan,SB13356886,Joint,9271432881,603202,Medical expense,Mobile Banking,32187.01,103.95.91.54,Samsung S23,SB14265799,0,Normal,5.5,896,Sneha Nair,560001,1.0,0.18,10
2025-06-14 18:03:00,7C09150D,Pooja Agarwal,SB83140807,Savings,9675770529,603202,Amazon purchase,IMPS,46009.66,103.237.164.177,Redmi Note 12,SB24942603,0,Normal,29.0,408,Priya Sharma,600001,1.0,0.127,8
2025-06-15 01:42:00,65CBF484,Manoj Patel,SB89254563,Savings,9461415646,600014,Loan EMI,NEFT,34836.85,103.95.91.54,Desktop-Firefox,SB70291817,0,Normal,24.0,547,Karan Malhotra,700001,1.0,0.115,10
2025-06-15 09:52:00,20EE1909,Saranya Venkat,SB39587039,Current,9506448196,602001,Grocery payment,Mobile Banking,33687.57,103.237.164.177,Laptop-Chrome,SB95822412,0,Normal,14.1,546,Karan Malhotra,400001,1.0,0.374,8
2025-06-15 11:04:00,E37286E1,Madhavi Latha,SB89089901,NRI,9692749116,600028,Insurance premium,Mobile Banking,24528.02,103.143.57.176,Redmi Note 12,SB83140807,0,Normal,28.4,465,Arun Singh,600001,1.0,0.289,13
2025-06-15 11:39:00,9C474F19,Uma Shankar,SB36687537,Salary,9883543540,600002,Insurance premium,IMPS,15809.59,103.44.137.187,Laptop-Chrome,SB14265799,0,Normal,22.4,874,Sneha Nair,560001,1.0,0.344,8
2025-06-15 12:43:00,D64DF4AD,Rekha Singh,SB66629388,Savings,9209747451,600096,Subscription fee,UPI Payment,39939.36,103.161.159.227,iPhone 13,SB39345092,0,Normal,11.6,699,Vikram Rathore,600001,1.0,0.266,11
2025-06-15 12:55:00,D2515E4E,Ganesh Murugan,SB90801586,Savings,9384027113,601302,Grocery payment,IMPS,45566.86,103.161.159.227,Redmi Note 12,SB13999315,0,Normal,26.8,580,Anjali Gupta,400001,1.0,0.358,11
2025-06-16 00:45:00,6281A103,Prakash Doss,SB47338124,Savings,9414797776,602001,Electricity bill,Online Transfer,12763.31,103.63.42.119,ATM Terminal,SB41227216,0,Normal,18.1,340,Priya Sharma,110001,1.0,0.497,10
